city,date,fare,ride_id
Millerton,2017-07-11 20:53:57,19.43,4404250793761
Lake Cynthia,2017-09-11 19:06:55,31.18,5163477044801
West Sarashire,2017-06-21 05:06:58,18.95,9232884435567
North Troy,2017-01-15 19:58:11,5.54,1589596017696
North Troy,2017-09-30 03:04:59,9.35,7772912231201
East Kellyshire,2017-05-21 11:53:57,12.14,5354901088908
South Charlesport,2017-01-14 13:00:34,25.12,1980977046203
Andrewsborough,2017-10-09 01:00:28,30.74,7835010920641
Youngberg,2017-08-12 20:10:10,36.88,9345749257898
West Mark,2017-04-07 22:46:00,37.38,7055086764615
Kingshire,2017-01-13 17:05:54,12.57,4394655184830
Kingshire,2017-11-27 16:00:46,12.34,5567372513422
West Wendyborough,2017-03-07 13:39:20,41.73,0429632553072
Port Misty,2017-04-30 08:26:37,35.82,3496146431025
Davidtown,2017-11-29 14:35:39,30.05,3100907854366
South Breanna,2017-06-11 21:06:11,19.91,5625808893408
Turnermouth,2017-06-13 19:49:51,19.57,4393609100858
Port Misty,2017-01-17 07:43:15,31.65,7162792791214
East Emily,2017-10-16 10:57:06,25.51,6258688702080
Kimberlyfort,2017-11-17 16:07:49,23.51,0220417080635
South Charlesport,2017-11-30 01:32:18,8.38,0150518045502
Josephmouth,2017-10-24 01:31:14,29.21,3293420385438
East Emily,2017-05-03 01:50:25,27.05,8623135492254
Josephmouth,2017-09-01 06:22:04,21.01,6030703407299
Michelehaven,2017-02-24 23:30:36,29.28,2331360776389
Bellfort,2017-10-13 04:54:59,28.16,4806720342712
Campbellburgh,2017-11-03 00:52:17,4.78,1503173513289
Catherineland,2017-09-04 14:35:10,16.09,2817824324438
Lake Cynthia,2017-03-01 21:21:39,36.31,8543224633958
East Emily,2017-02-26 00:10:25,22.31,1201694117558
New Melissa,2017-01-29 00:26:52,29.24,2700972292134
Port Tyler,2017-05-25 05:36:59,12.27,1525567368367
Lake Kennethbury,2017-07-29 13:00:28,12.5,8615744689538
Youngberg,2017-09-26 05:41:30,34.19,9359026146423
Andrewsborough,2017-05-17 20:19:48,37.75,6886861594988
Bellfort,2017-05-08 12:56:37,30.61,5631224687958
East Emily,2017-08-08 05:11:38,13.21,7540481149162
Lake Ashleyland,2017-03-16 14:51:14,25.06,2422312988797
Swansonborough,2017-06-19 01:01:35,8.32,3022392893531
Johnsonmouth,2017-11-17 00:38:14,34.0,5479626999244
Duranmouth,2017-05-26 08:03:49,21.08,1062421040255
Davidtown,2017-06-08 05:56:34,39.17,0679864528342
Port Lisaport,2017-11-26 00:10:07,23.02,1392565943984
Paulton,2017-10-13 13:46:26,4.03,3302083006861
North Ashley,2017-02-04 09:17:40,10.3,6548063628679
New Danielle,2017-09-17 21:06:50,38.14,4384073873188
South Breanna,2017-08-20 09:21:35,12.58,4267306295189
South Davidfort,2017-06-13 17:25:33,38.07,1983349725478
Garymouth,2017-07-12 17:48:08,9.5,7068947316861
Lake Kennethbury,2017-02-18 03:05:36,20.45,3442678372831
Kingshire,2017-02-26 23:13:13,24.38,0069484289165
Lake Kennethbury,2017-07-01 15:11:29,23.03,4418929282777
Youngberg,2017-08-06 07:46:59,34.56,3872299376008
Sandersmouth,2017-05-04 19:04:24,17.85,2440116108098
West Heatherburgh,2017-04-12 09:55:28,20.41,3775828524850
East Emily,2017-07-10 06:46:32,30.12,2182924765710
South Breanna,2017-12-02 21:35:51,13.94,4357797402798
Port Tyler,2017-06-24 19:14:20,34.65,4018401731177
Lake Ashleyland,2017-10-27 02:05:20,9.94,7042111368641
Katherinebury,2017-03-09 20:23:06,30.77,1731786775484
Michelehaven,2017-03-09 00:25:42,12.49,5834636892020
Kevinmouth,2017-02-25 08:00:37,16.41,6403310804193
Kimberlyfort,2017-11-11 09:30:47,11.31,9062164655473
Josephmouth,2017-02-10 17:41:01,35.26,9584081399587
Port Tyler,2017-10-09 01:08:56,40.54,5364520636435
Foxfort,2017-08-29 03:05:41,28.17,5129222667138
Port Tyler,2017-10-12 07:30:16,5.1,7985761405604
Lake Nicholaston,2017-01-18 11:37:27,16.8,9133626286051
Rodriguezchester,2017-07-29 03:53:51,6.74,7183832662318
Port Lisaport,2017-01-15 17:46:04,37.05,4843113718303
Campbellburgh,2017-09-01 13:40:59,23.93,2468382863527
Port Lisaport,2017-04-10 18:54:30,12.31,7771382980831
Port Tyler,2017-11-08 11:03:54,23.99,6433781839516
Josephmouth,2017-02-15 22:04:10,38.68,3816431734578
West Sarashire,2017-06-26 09:26:12,22.89,3392544700544
North Ashley,2017-06-16 15:48:04,39.31,4592716536004
Port Luke,2017-11-05 10:54:14,36.5,1399103329835
Davidtown,2017-09-28 18:54:26,5.23,6502357846446
New Judyshire,2017-07-28 22:32:56,34.07,3563541734812
Port Luke,2017-04-16 01:39:30,31.3,5670992507891
East Emily,2017-03-01 18:42:05,41.65,5414110815686
Alexborough,2017-11-03 11:21:11,41.22,3915999183016
West Wendyborough,2017-09-28 02:47:48,11.75,9923441836612
West Sarashire,2017-07-29 04:36:43,26.01,9328207534571
New Heather,2017-06-24 13:47:28,20.43,1670194192714
Sharonton,2017-05-09 08:37:01,24.51,7182648029087
East Lanceshire,2017-02-09 16:34:34,7.21,8827369875368
Rodriguezchester,2017-11-08 20:55:43,5.15,4388816714110
Duranmouth,2017-01-19 11:18:37,27.11,3989318359840
Lake Ashleyland,2017-04-27 23:00:34,13.91,7202493628485
Paulton,2017-02-08 09:33:38,6.21,9305809572873
Ashleyside,2017-01-24 18:40:40,27.98,8460042850926
South Breanna,2017-08-01 20:33:32,32.75,7592633319114
Port Jameschester,2017-06-08 11:28:37,21.81,5924292719585
Kevinmouth,2017-03-18 12:50:28,19.02,8471151449925
New Judyshire,2017-07-04 00:59:25,28.3,2182327821730
South Davidfort,2017-01-10 10:53:14,38.36,6326356084896
New Heather,2017-05-20 18:47:43,19.55,7850181164540
South Jameshaven,2017-10-22 11:18:36,40.08,7378902930118
Foxfort,2017-11-04 02:45:05,14.35,4321679074625
Katherinebury,2017-07-29 11:48:02,35.44,4588680812626
Dennisborough,2017-01-15 20:35:32,24.48,5020444464263
West Mark,2017-07-02 18:15:39,19.18,3959947248136
Lisaport,2017-10-09 08:06:39,38.36,6373717882011
Bellfort,2017-08-25 18:56:29,11.13,7458983865087
Millerton,2017-07-02 16:40:06,37.11,8690379113962
Sharonton,2017-06-11 19:38:13,37.07,2585285836455
Swansonborough,2017-02-05 03:28:49,22.62,4770681431184
Port Misty,2017-03-30 23:38:50,33.6,9256669672213
Lisaport,2017-02-27 05:54:59,38.28,4777773907718
West Sarashire,2017-07-24 21:51:36,28.3,9767290965624
East Emily,2017-01-24 03:39:30,38.26,9496660855271
Davidfurt,2017-07-29 13:08:59,11.45,7939319756434
Youngberg,2017-03-07 20:44:32,38.34,1086909202607
Port Luke,2017-04-16 12:00:23,34.51,2738065740507
Bellfort,2017-03-08 05:02:06,24.87,5170529317332
Foxfort,2017-02-02 14:28:16,11.03,7066976055225
South Davidfort,2017-07-06 15:02:26,14.05,5940631247830
Millerton,2017-07-10 01:33:17,27.21,5927133196323
New Judyshire,2017-06-08 20:11:02,16.56,6617795854813
Lake Kennethbury,2017-01-08 07:34:17,30.36,8782431781193
New Danielle,2017-05-04 07:20:55,43.0,1205373378162
East Emily,2017-07-08 02:16:09,25.89,1192671372360
Paulton,2017-05-10 22:54:57,36.75,9469176785387
South Breanna,2017-09-13 02:31:23,10.29,2474155852162
New Judyshire,2017-06-07 17:50:49,15.44,9039626582653
Turnermouth,2017-05-06 09:38:03,22.67,4891743412917
Kimberlyfort,2017-10-07 02:24:53,4.62,7565760656834
Lake Ashleyland,2017-08-20 15:24:43,39.99,6097886538271
Turnermouth,2017-02-19 20:12:37,38.04,2213042839042
Port Tyler,2017-05-14 21:26:48,22.69,7791958571171
North Ashley,2017-08-28 08:31:54,4.8,2931620418020
Davidtown,2017-01-06 16:50:26,30.59,0362924631167
Paulton,2017-08-22 23:11:44,15.85,3566500954139
Sharonton,2017-09-01 21:50:22,8.19,1756389603774
West Mark,2017-11-29 20:29:53,24.23,7395494341375
Bellfort,2017-04-28 11:28:32,31.67,0488476117192
Bellfort,2017-05-11 07:00:39,34.06,3266722052483
Sandersmouth,2017-03-01 20:21:56,4.15,8595725275120
East Lanceshire,2017-11-02 08:42:25,35.25,0884523642295
Sharonton,2017-05-13 20:23:04,42.65,5900280733771
Lisaport,2017-07-24 14:39:03,28.65,7869747542968
Port Jameschester,2017-08-07 05:22:24,27.79,1459533855066
Stevenmouth,2017-11-26 14:45:35,24.93,1795224850782
West Heatherburgh,2017-05-29 14:11:06,32.96,9594915201054
Swansonborough,2017-01-11 17:41:52,19.42,5564904718881
Port Tyler,2017-08-12 13:03:03,36.57,7298005401479
East Emily,2017-05-29 18:23:01,37.54,7759363535669
North Steve,2017-05-15 09:20:23,14.01,5869929023133
Turnermouth,2017-05-02 19:14:19,20.64,7120943451882
Stevenmouth,2017-10-29 23:00:23,43.0,7237971625861
Bellfort,2017-11-30 23:55:01,35.2,8862069804096
Dennisborough,2017-10-22 08:46:44,27.59,9882425734934
Kevinmouth,2017-08-05 08:21:45,4.95,9134768398091
Lake Nicholaston,2017-05-24 04:35:54,26.62,9595578904016
Johnsonmouth,2017-06-17 08:07:36,28.0,7105658556428
Josephmouth,2017-01-07 00:28:52,22.18,9692069195080
Youngberg,2017-01-04 14:49:26,26.1,8168403651679
Kevinmouth,2017-05-05 04:05:17,23.73,7628130389937
Jamiebury,2017-10-02 18:49:46,12.79,6796287831553
Burgessside,2017-10-09 18:30:35,42.84,4457433830722
Port Jameschester,2017-04-27 15:45:42,5.31,4562471473333
Michaelside,2017-04-15 21:02:43,20.96,5607793611489
West Heatherburgh,2017-01-05 13:58:13,23.67,5598891316232
Alexborough,2017-03-10 16:50:59,7.41,0290470535939
Port Roberttown,2017-04-21 22:38:04,6.51,1062508405694
Kimberlyfort,2017-07-30 23:12:52,31.83,1275457706006
North Ashley,2017-06-28 14:49:33,20.2,3407511032303
Johnsonview,2017-11-13 03:58:22,42.93,7257154928282
Youngberg,2017-03-31 18:05:18,12.48,5879173214836
Campbellburgh,2017-03-02 03:53:06,4.51,4318120817313
West Sarashire,2017-04-24 20:57:16,26.41,6892032169169
South Jameshaven,2017-09-18 21:06:11,30.26,0833193969065
West Heatherburgh,2017-08-12 09:54:07,25.36,3535097316736
Catherineland,2017-09-06 00:27:08,20.12,8778564403385
Gailstad,2017-07-02 12:22:26,12.97,2117418589701
Michelehaven,2017-04-28 23:52:52,37.64,1785622084100
Port Tyler,2017-03-10 00:35:58,12.47,5247727102005
Davidfurt,2017-01-21 04:38:09,18.97,0998358082437
Andrewsborough,2017-07-01 05:37:54,34.86,5195090337916
North Troy,2017-09-10 20:52:53,13.38,6613181592628
Kingshire,2017-01-23 06:49:51,27.09,1624908779982
West Wendyborough,2017-10-18 09:51:27,38.34,6047285403410
Lake Cynthia,2017-09-07 12:37:07,31.35,9473117934000
Kingshire,2017-01-09 09:51:47,35.04,6592121438564
Lake Kennethbury,2017-05-25 23:07:22,23.54,4765742343353
Port Lisaport,2017-08-16 05:40:26,38.95,9740050650732
Port Misty,2017-09-06 13:35:20,23.93,5362030782581
Butlerville,2017-12-08 04:25:42,33.56,2217286071435
South Charlesport,2017-02-11 04:53:47,31.17,6593412502421
West Mark,2017-10-07 17:22:53,6.28,6173725936412
Ashleyside,2017-02-13 18:24:35,35.65,8591418981811
South Davidfort,2017-06-24 16:55:32,28.66,2675824618335
Lake Melissaview,2017-05-14 16:11:59,7.06,0446256755682
South Breanna,2017-06-28 03:51:47,28.8,3943895983911
Swansonborough,2017-06-27 06:53:15,44.03,8104612688853
Lake Melissaview,2017-01-12 02:55:21,28.44,6434036091543
Sandersmouth,2017-05-19 10:07:23,34.2,5987566476003
Port Luke,2017-10-30 19:15:24,13.25,5705450344944
Andrewsborough,2017-11-08 08:45:44,25.73,1745467554558
Lisaport,2017-04-16 13:01:04,29.24,0116512716817
Ashleyside,2017-10-02 18:48:43,38.16,2664655015147
South Davidfort,2017-06-17 23:45:29,43.24,8027946419934
Campbellburgh,2017-08-29 09:35:27,19.84,0227398706295
New Judyshire,2017-05-30 09:18:43,5.41,9843755760772
Catherineland,2017-01-25 02:10:25,13.47,7270280696337
Johnsonmouth,2017-02-09 14:23:09,23.66,1577355087608
Johnsonview,2017-08-17 06:05:15,15.17,1685845683060
Kimberlyfort,2017-01-30 10:27:16,34.55,2125090656499
Lake Ashleyland,2017-04-09 11:07:45,8.91,3408709331864
South Breanna,2017-08-11 02:40:17,29.89,9155334383761
Kingshire,2017-10-15 04:40:03,28.75,4554411446361
North Troy,2017-04-28 20:44:04,23.88,4430141549391
Swansonborough,2017-07-26 14:06:47,21.32,6660556709549
Sandersmouth,2017-01-27 13:29:03,22.19,5190462040968
New Danielle,2017-03-10 11:39:47,26.88,4791469117731
Sharonton,2017-08-17 07:03:45,22.23,0302224454837
New Danielle,2017-05-21 15:08:01,33.06,2888685437957
Swansonborough,2017-11-26 08:55:44,17.64,9483977891993
Michaelside,2017-04-15 02:55:08,25.84,7892067922035
Dennisborough,2017-05-21 20:22:01,20.28,8991842470798
Swansonborough,2017-11-07 11:58:07,12.47,7674368708354
Lake Kennethbury,2017-05-12 06:20:20,42.62,8854598209763
Jamiebury,2017-08-17 23:32:00,29.31,2085133335555
Lake Cynthia,2017-06-09 00:48:36,44.73,0867805119852
New Danielle,2017-05-27 17:38:29,44.68,4811654749193
Matthewmouth,2017-03-01 17:18:02,25.94,5195442972857
Youngberg,2017-09-05 21:51:28,24.1,4681187574278
Catherineland,2017-07-20 18:34:30,13.83,5300882163288
New Judyshire,2017-04-13 12:54:10,34.13,3123847168843
Campbellburgh,2017-02-11 21:05:20,40.86,3510970409835
West Wendyborough,2017-09-18 18:07:14,22.84,4277211959694
Kingshire,2017-10-10 00:41:20,42.37,4385532108193
South Davidfort,2017-10-23 05:02:08,9.49,5903580907545
Michaelside,2017-03-05 08:45:15,24.52,7902684895671
Butlerville,2017-09-12 17:26:34,10.63,0204896106314
Sandersmouth,2017-06-17 09:28:46,19.7,2060168432530
Michelehaven,2017-08-25 20:34:24,15.75,7509283170989
Turnermouth,2017-04-12 00:38:52,35.75,1054200476362
Butlerville,2017-10-10 06:13:59,28.29,2151973465957
West Wendyborough,2017-05-06 02:19:14,4.55,9351979703081
New Heather,2017-07-07 08:03:16,36.51,4840565459938
Lake Ashleyland,2017-02-08 19:28:16,37.71,2008382482948
Jamesview,2017-07-28 10:01:35,13.92,3288031049329
South Charlesport,2017-08-05 01:11:14,4.71,8522683585732
Duranmouth,2017-10-31 05:41:47,4.16,5745271906556
New Danielle,2017-01-30 16:52:37,13.0,6918209504431
West Mark,2017-03-04 06:42:33,22.4,1330111225498
Youngberg,2017-09-06 03:49:03,27.73,8692408399057
Port Jameschester,2017-01-30 04:53:01,32.0,6165676305768
Port Jameschester,2017-09-27 17:20:19,18.83,9081365664459
Garymouth,2017-07-06 04:06:30,12.79,6051126205002
New Judyshire,2017-06-30 00:29:58,17.72,5857409886026
West Mark,2017-08-21 17:04:06,39.23,5625450115408
West Sarashire,2017-08-11 11:04:57,30.16,6841426572764
Butlerville,2017-11-26 09:38:35,30.04,2304760342478
Rodriguezchester,2017-01-16 15:17:24,40.76,9311319690075
Stevenmouth,2017-04-23 04:13:27,34.99,4024584455700
South Davidfort,2017-03-20 10:21:31,32.83,3149761871799
Kevinmouth,2017-03-30 11:18:18,13.89,3191358064213
Gailstad,2017-03-28 18:34:28,11.73,5254931969140
Youngberg,2017-02-01 03:07:16,5.77,1306643090781
Dennisborough,2017-05-25 04:35:13,13.99,1788050754454
West Sarashire,2017-07-24 02:38:56,44.07,4960906648620
East Kellyshire,2017-10-07 00:57:02,8.82,0280381518886
Jamiebury,2017-07-07 19:19:50,6.57,1869694486564
South Jameshaven,2017-07-27 19:42:35,14.16,9758708585503
New Danielle,2017-10-23 11:48:05,17.56,7754696853428
Lake Kennethbury,2017-07-20 19:53:46,32.44,9925486774249
Swansonborough,2017-07-19 13:02:43,36.65,6294293197354
Johnsonmouth,2017-11-01 06:16:29,34.11,0974184647811
Foxfort,2017-04-19 20:54:09,30.93,0167513866520
Sharonton,2017-06-22 19:35:16,43.57,2364733140586
West Wendyborough,2017-10-23 17:55:23,38.26,1634238632451
East Emily,2017-10-10 11:07:48,39.67,4027584686198
South Breanna,2017-08-30 19:08:39,26.55,6192531524187
Port Misty,2017-09-02 23:23:38,12.15,5203666768641
Swansonborough,2017-08-04 16:11:51,36.12,1057285767226
Catherineland,2017-01-10 22:26:11,41.16,5728473224307
Michelehaven,2017-08-12 11:23:36,39.84,2536817495701
Katherinebury,2017-02-02 04:36:13,28.49,1608221949192
Lake Nicholaston,2017-03-30 16:14:52,27.9,8304083620561
Catherineland,2017-07-26 20:06:13,40.96,2770129197148
West Mark,2017-02-05 13:26:18,4.77,1227854310805
Port Luke,2017-01-14 11:10:42,28.95,3449522192546
Lake Melissaview,2017-10-03 19:14:34,18.85,8960622365869
Port Roberttown,2017-02-16 23:31:44,44.92,3852796207289
Foxfort,2017-07-09 03:46:11,28.23,3520502376375
Port Jameschester,2017-03-12 12:34:23,6.03,2717359070858
Millerton,2017-01-19 11:01:07,34.57,7906972552109
South Davidfort,2017-02-14 09:05:46,30.02,1691343808638
Matthewmouth,2017-03-01 20:56:25,13.09,1818548133024
Jamesview,2017-03-22 00:31:35,21.11,8962475769016
Davidtown,2017-08-16 03:10:18,39.44,3724680209559
Paulton,2017-06-12 08:01:54,30.95,7716707883466
South Jameshaven,2017-03-20 16:22:08,30.21,3948261170575
Millerton,2017-04-28 08:26:44,43.96,3439386539052
North Troy,2017-08-10 10:16:18,38.91,3245216251793
Port Jameschester,2017-04-07 03:30:37,28.85,8210574725946
Katherinebury,2017-11-14 10:19:09,20.99,3545118010840
South Jameshaven,2017-02-03 22:21:16,44.0,4293856211775
South Charlesport,2017-06-29 23:54:10,8.11,3446297582268
East Kellyshire,2017-08-25 14:01:44,15.22,6891862628181
Rodriguezchester,2017-05-10 13:13:36,11.85,1601256615469
Rodriguezchester,2017-03-02 20:08:58,43.64,5521921942354
Port Misty,2017-06-22 16:41:09,35.56,5514558577396
Davidfurt,2017-08-29 08:12:19,33.85,3266109247556
Kevinmouth,2017-03-15 01:13:55,11.5,4050645799025
Butlerville,2017-06-28 11:17:04,19.84,4293445574076
Garymouth,2017-12-09 21:51:39,5.23,6345813693006
South Davidfort,2017-06-05 20:58:03,43.49,8544208264779
Lake Melissaview,2017-10-26 16:13:08,26.91,5173459274973
Lake Cynthia,2017-09-26 22:01:10,39.37,3411783222676
East Lanceshire,2017-11-01 04:43:30,24.29,2411424665160
Andrewsborough,2017-02-07 12:28:18,18.04,0560069409911
Lake Nicholaston,2017-03-12 17:49:10,33.11,4475010703856
Duranmouth,2017-10-02 23:05:22,35.34,3933592239619
West Mark,2017-05-28 16:20:50,39.42,1833488113523
South Davidfort,2017-08-03 11:54:03,6.3,5078579158915
Johnsonview,2017-07-14 11:58:10,11.29,9940468618427
Port Jameschester,2017-08-02 17:02:59,44.49,5069756654481
West Mark,2017-08-26 04:44:31,31.91,3686075111512
Youngberg,2017-11-03 19:56:56,29.58,2897108907731
Foxfort,2017-01-22 08:44:27,28.33,7941372607523
Jamiebury,2017-11-09 00:32:54,30.8,9491909398526
Davidtown,2017-08-12 10:39:10,16.36,3429340441736
New Melissa,2017-05-01 16:53:05,44.1,0042781624624
South Charlesport,2017-02-25 12:05:48,5.73,8413544639384
Josephmouth,2017-03-16 00:34:40,24.61,4181278309593
Port Jameschester,2017-08-13 03:50:40,33.64,6058162600419
Port Misty,2017-12-09 20:54:02,5.99,3107056740021
New Melissa,2017-02-27 08:42:35,16.78,1604883195724
Swansonborough,2017-08-05 21:39:45,15.83,1232163177971
Matthewmouth,2017-02-12 04:14:27,32.12,3968833996570
Rodriguezchester,2017-03-11 08:37:40,37.44,4036240316249
East Kellyshire,2017-11-25 14:49:44,15.56,4680181314026
Port Roberttown,2017-07-26 03:59:37,32.69,6204205110791
Davidfurt,2017-11-11 21:45:18,33.65,0127787189404
East Emily,2017-05-24 02:06:16,33.32,7303190330449
Lake Cynthia,2017-05-04 19:21:25,29.45,5140258321436
South Charlesport,2017-07-15 17:34:12,16.64,2837922761133
Andrewsborough,2017-05-20 03:56:56,42.85,0105442802691
Stevenmouth,2017-07-06 21:20:43,36.05,6458101722767
Lake Ashleyland,2017-03-06 17:41:41,18.55,3322596257284
Port Luke,2017-09-06 19:49:18,34.8,0545380249491
Alexborough,2017-03-25 16:25:15,10.66,8194908223721
Port Roberttown,2017-03-09 00:30:21,39.84,5197063447608
Davidfurt,2017-04-01 15:31:50,44.31,3133014074174
Sharonton,2017-11-22 12:42:14,32.17,6868619680259
East Lanceshire,2017-05-25 05:46:55,24.28,9299494706951
Andrewsborough,2017-07-01 03:51:48,34.61,2117951467917
Gailstad,2017-06-26 20:19:05,17.96,4133176391828
North Troy,2017-05-31 10:00:58,41.41,8234537767699
North Steve,2017-06-10 01:33:04,27.05,8162862903058
Katherinebury,2017-09-15 07:43:47,37.04,5973404215231
South Charlesport,2017-10-13 07:14:40,7.76,2694733147170
Davidfurt,2017-01-03 01:03:42,29.46,5041019893752
Burgessside,2017-09-22 05:57:44,32.66,8886021004751
Port Jameschester,2017-08-16 18:44:29,18.4,2887692621830
Swansonborough,2017-11-16 10:55:39,36.81,7230185771485
Andrewsborough,2017-09-07 02:14:50,42.32,7139745652465
Matthewmouth,2017-03-31 15:38:09,25.89,0083003701686
Turnermouth,2017-08-27 05:11:56,19.77,5328663862830
Burgessside,2017-07-02 12:22:02,43.2,1566437053440
Duranmouth,2017-11-25 06:46:41,30.25,2054764029461
Duranmouth,2017-03-30 04:41:36,38.33,0550446640457
South Jameshaven,2017-08-05 00:40:08,25.44,2986552000966
North Ashley,2017-04-26 16:36:44,38.99,4181373243419
Port Lisaport,2017-07-21 02:52:26,33.89,6998030740062
New Melissa,2017-04-04 21:16:44,32.57,1517903361521
Lake Kennethbury,2017-10-18 22:00:39,23.97,7735001045820
Lake Cynthia,2017-09-20 16:52:22,36.73,4035790785406
Lake Nicholaston,2017-01-19 09:57:03,39.85,3735970592541
Port Luke,2017-02-19 14:24:10,36.03,2505262325000
Lake Kennethbury,2017-10-26 06:52:25,13.21,9522523836184
South Charlesport,2017-10-10 15:46:44,17.42,6718374259262
Jamiebury,2017-09-30 15:19:54,24.01,7908205316236
Duranmouth,2017-11-23 09:07:27,11.99,9872062827182
West Wendyborough,2017-07-18 11:22:02,23.14,7312667046066
Alexborough,2017-04-12 04:35:03,7.18,9165259582002
Lake Ashleyland,2017-08-12 15:35:53,6.67,8093206630135
Johnsonmouth,2017-02-23 04:38:58,40.01,2668493103929
Davidtown,2017-11-25 17:45:14,5.6,3536169111693
Stevenmouth,2017-07-08 14:49:15,32.37,3889812684250
Bellfort,2017-12-04 19:20:46,30.31,5403103217712
Butlerville,2017-06-28 07:01:00,32.77,9260844227747
Ashleyside,2017-06-15 22:32:10,14.82,3085207724208
Paulton,2017-07-14 21:49:09,28.59,7009919099870
Duranmouth,2017-09-09 23:43:13,44.97,2966507819348
Michaelside,2017-06-07 22:16:41,4.22,4455695903154
South Breanna,2017-03-01 15:34:25,40.72,6370110924355
Sandersmouth,2017-01-02 09:04:57,13.14,2706250535054
Michelehaven,2017-04-17 05:06:17,32.05,7985295378092
Paulton,2017-07-26 03:10:59,33.45,1873655881794
Port Jameschester,2017-07-04 17:33:24,29.12,0971098594736
Matthewmouth,2017-09-15 16:34:01,11.75,7666704935296
Katherinebury,2017-11-03 05:28:37,14.35,2026387936082
Davidfurt,2017-04-13 20:05:44,40.76,9014879394857
Turnermouth,2017-07-17 18:20:18,30.5,9131271694146
Port Roberttown,2017-02-20 04:59:37,35.64,2474878676182
South Davidfort,2017-02-14 22:00:53,19.45,9799354716392
Swansonborough,2017-10-07 18:26:59,38.96,4083665300759
New Melissa,2017-01-28 08:32:35,17.95,8450044418750
Port Jameschester,2017-03-23 14:12:48,31.9,2674311949235
East Kellyshire,2017-08-20 23:20:16,29.64,6371946275437
Michaelside,2017-08-12 14:39:26,11.07,4595457513648
New Heather,2017-08-11 03:38:15,20.3,2531142301857
Josephmouth,2017-11-05 23:19:09,15.99,8797607382982
West Sarashire,2017-08-31 14:18:21,11.48,2547053479806
Johnsonview,2017-08-20 21:57:35,17.24,0071957792676
North Ashley,2017-02-04 16:34:07,6.48,6967223534542
South Breanna,2017-02-18 10:25:01,31.96,8502256075013
Duranmouth,2017-09-14 00:04:16,32.8,0586682008782
South Charlesport,2017-08-05 10:37:22,6.57,7507486105890
Paulton,2017-03-08 09:45:14,41.28,3311774991553
South Charlesport,2017-11-07 01:16:52,35.66,7095735506104
Swansonborough,2017-04-20 18:47:48,42.81,2391070564737
West Mark,2017-01-19 16:11:23,30.77,2958084940133
Paulton,2017-11-01 23:13:04,30.15,0638287806277
Turnermouth,2017-12-01 18:46:40,32.3,0975387917558
Johnsonmouth,2017-06-16 00:40:06,24.61,0220437607942
North Troy,2017-11-17 05:29:05,23.07,3137977542107
Rodriguezchester,2017-03-08 02:19:56,35.19,4628775161823
Port Luke,2017-04-23 14:06:14,44.56,8649283415495
Garymouth,2017-02-09 18:37:29,34.57,3676211708270
Lake Melissaview,2017-11-27 04:16:51,38.77,0370837327732
Davidtown,2017-04-16 23:09:47,16.94,7279534920365
Lake Nicholaston,2017-06-18 23:06:47,29.37,0976153026429
New Danielle,2017-04-07 23:18:11,24.04,6937334688649
West Sarashire,2017-05-28 11:23:29,16.22,4505291102298
Lake Kennethbury,2017-06-16 21:49:05,30.33,8594365648639
Jamiebury,2017-11-08 10:18:46,18.95,4270046309450
Lake Nicholaston,2017-06-18 08:13:01,35.43,0111449416328
North Troy,2017-06-03 04:27:33,35.58,1398900639925
Lake Melissaview,2017-11-27 22:40:06,34.45,5108230412336
Kimberlyfort,2017-03-14 08:47:06,10.08,8042628678010
Burgessside,2017-08-16 19:09:59,28.78,9980747691574
Butlerville,2017-02-04 05:29:12,43.33,3847270741724
Johnsonmouth,2017-11-08 16:21:21,42.79,7244597644367
North Ashley,2017-09-14 21:10:11,42.1,3170733395005
Jamesview,2017-04-07 10:26:17,4.59,4325819696241
Port Misty,2017-11-29 19:22:07,17.36,2257221495964
New Judyshire,2017-11-18 23:53:18,27.71,9886774160857
Rodriguezchester,2017-07-11 06:01:51,18.99,8767915030899
Sharonton,2017-07-06 04:05:24,24.46,9785501530287
South Davidfort,2017-08-28 17:54:37,9.69,3476350841926
North Steve,2017-11-20 14:41:02,29.12,3492315563795
Davidfurt,2017-10-22 08:08:51,8.33,4929479318293
Davidfurt,2017-11-28 16:28:09,35.54,3824288111503
Dennisborough,2017-03-30 15:14:35,38.59,9806293335000
New Melissa,2017-01-03 02:28:59,10.78,9643673711371
Lake Kennethbury,2017-10-03 17:13:24,25.75,4557447542137
Youngberg,2017-04-11 02:44:56,8.6,4243476098737
Port Lisaport,2017-08-13 09:47:27,20.04,2187586374812
Swansonborough,2017-06-17 00:42:12,8.41,3040053428366
North Ashley,2017-10-09 12:53:09,23.56,9777250162925
South Jameshaven,2017-05-29 01:19:25,34.58,2495045156351
Michelehaven,2017-06-18 09:19:32,38.35,6495112672971
West Sarashire,2017-06-05 18:59:02,21.62,0361168280971
Matthewmouth,2017-02-16 00:26:48,39.16,8457029907162
Bellfort,2017-03-25 10:11:54,28.32,0802905305194
Sharonton,2017-08-08 02:19:33,14.66,9788750436249
Lake Nicholaston,2017-05-18 08:30:59,34.44,9798305442823
Lake Melissaview,2017-04-24 03:15:48,25.58,1825405725025
East Emily,2017-07-13 20:24:50,37.6,5055653232594
New Melissa,2017-06-30 09:30:20,34.4,8342499161971
